"","look","sum","output"
"104118","court breathe want",41,"air"
"104119","court cutest thing",43,"ever"
"104120","court deal unsymetrical",48,"things"
"104121","court early observations",54,"bills"
"104122","court every inch",44,"perfect"
"104123","court give anything",38,"see"
"104124","court go romantic",42,"date"
"104125","court grateful good",45,"times"
"104126","court guy front",39,"just"
"104127","court guy table",35,"s"
"104128","court hey sunshine",43,"can"
"104129","court holland like",39,"inch"
"104130","court ice bucket",43,"challenge"
"104131","court just like",44,"questions"
"104132","court like people",47,"almost"
"104133","court ohh pointbreak",48,"tomorrow"
"104134","court reason smile",46,"everyday"
"104135","court talking mom",39,"effect"
"104136","court thankful childhood",53,"filled"
"104137","court well pretty",44,"sure"
"104138","cox dt mississippi",36,"state"
"104139","crazy number call",36,"maybe"
"104140","credit cards dc",32,"ds"
"104141","ct breathe want",40,"air"
"104142","ct cutest thing",38,"ever"
"104143","ct deal unsymetrical",39,"things"
"104144","ct give anything",34,"see"
"104145","ct guy table",33,"s"
"104146","ct like people",34,"almost"
"104147","ct talking mom",34,"effect"
"104148","ct thankful childhood",43,"filled"
"104149","cultural arts centre",36,"st"
"104150","customers talking mom",40,"effect"
"104151","cutest thing ever",17624,"seen"
"104152","cuts well pretty",33,"sure"
"104153","cuyahoga county board",45,"elections"
"104154","cuyahoga county commissioner",57,"jimmy"
"104155","cuyahoga county common",94,"pleas"
"104156","cuyahoga county public",42,"library"
"104157","cuyahoga sportsmen s",45,"association"
"104158","cuyahoga valley national",52,"park"
"104159","cy young award",45,"winner"
"104160","d r first",29,"amer"
"104161","date beach can",31,"get"
"104162","date beach feel",44,"like"
"104163","date beach follow",34,"back"
"104164","date beach getting",37,"ready"
"104165","date beach good",75,"morning"
"104166","date beach happy",69,"birthday"
"104167","date beach just",56,"got"
"104168","date beach looking",41,"forward"
"104169","date beach looks",34,"like"
"104170","date beach rt",28,"rt"
"104171","date beach sounds",37,"like"
"104172","date beach thank",37,"much"
"104173","date beach thanks",67,"follow"
"104174","day breathe want",74,"air"
"104175","day cutest thing",76,"ever"
"104176","day deal unsymetrical",100,"things"
"104177","day early observations",73,"bills"
"104178","day every inch",87,"perfect"
"104179","day give anything",77,"see"
"104180","day go romantic",61,"date"
"104181","day grateful good",74,"times"
"104182","day guy front",66,"just"
"104183","day guy table",69,"s"
"104184","day hey sunshine",66,"can"
"104185","day holland like",86,"inch"
"104186","day ice bucket",71,"challenge"
"104187","day just like",95,"questions"
"104188","day like people",75,"almost"
"104189","day ohh pointbreak",77,"tomorrow"
"104190","day reason smile",71,"everyday"
"104191","day talking mom",85,"effect"
"104192","day thankful childhood",88,"filled"
"104193","day well pretty",63,"sure"
"104194","days breathe want",40,"air"
"104195","days cutest thing",48,"ever"
"104196","days deal unsymetrical",51,"things"
"104197","days early observations",47,"bills"
"104198","days every inch",52,"perfect"
"104199","days give anything",37,"see"
"104200","days go romantic",41,"date"
"104201","days grateful good",54,"times"
"104202","days guy front",48,"just"
"104203","days guy table",32,"s"
"104204","days hey sunshine",38,"can"
"104205","days holland like",41,"inch"
"104206","days ice bucket",55,"challenge"
"104207","days just like",44,"questions"
"104208","days like people",50,"almost"
"104209","days ohh pointbreak",61,"tomorrow"
"104210","days reason smile",49,"everyday"
"104211","days talking mom",40,"effect"
"104212","days thankful childhood",56,"filled"
"104213","days well pretty",47,"sure"
"104214","dc ds m",23,"v"
"104215","deal early observations",45,"bills"
"104216","deal go romantic",35,"date"
"104217","deal ice bucket",37,"challenge"
"104218","deal just like",39,"questions"
"104219","deal ohh pointbreak",43,"tomorrow"
"104220","deal talking mom",35,"effect"
"104221","deal unsymetrical things",17629,"even"
"104222","deal well pretty",40,"sure"
"104223","death breathe want",34,"air"
"104224","death deal unsymetrical",53,"things"
"104225","death every inch",51,"perfect"
"104226","death give anything",37,"see"
"104227","death guy front",37,"just"
"104228","death guy table",30,"s"
"104229","death hey sunshine",35,"can"
"104230","death holland like",43,"inch"
"104231","death just like",46,"questions"
"104232","death like people",46,"almost"
"104233","death reason smile",40,"everyday"
"104234","death talking mom",37,"effect"
"104235","death thankful childhood",58,"filled"
"104236","dec grateful good",36,"times"
"104237","december give anything",38,"see"
"104238","december like people",39,"almost"
"104239","december talking mom",39,"effect"
"104240","decision deal unsymetrical",47,"things"
"104241","decision every inch",43,"perfect"
"104242","decision guy front",38,"just"
"104243","decision holland like",40,"inch"
"104244","decision just like",41,"questions"
"104245","decision like people",42,"almost"
"104246","decision reason smile",42,"everyday"
"104247","decision talking mom",42,"effect"
"104248","decision thankful childhood",49,"filled"
"104249","defeat president barack",43,"obama"
"104250","defense deal unsymetrical",44,"things"
"104251","defense happy new",34,"year"
"104252","defense holland like",40,"inch"
"104253","defense talking mom",40,"effect"
"104254","defensive coordinator gregg",63,"williams"
"104255","defensive coordinator nick",58,"aliotti"
"104256","delta air lines",33,"said"
"104257","democratic gov ted",53,"strickland"
"104258","democratic president barack",48,"obama"
"104259","department breathe want",40,"air"
"104260","department children family",54,"services"
"104261","department cutest thing",42,"ever"
"104262","department early observations",47,"bills"
"104263","department elementary secondary",64,"education"
"104264","department every inch",42,"perfect"
"104265","department grateful good",43,"times"
"104266","department guy front",39,"just"
"104267","department health human",74,"services"
"104268","department health senior",74,"services"
"104269","department hey sunshine",43,"can"
"104270","department holland like",42,"inch"
"104271","department housing urban",51,"development"
"104272","department just like",46,"questions"
"104273","department like people",43,"almost"
"104274","department public health",50,"environment"
"104275","department public safety",44,"said"
"104276","department reason smile",47,"everyday"
"104277","department thankful childhood",49,"filled"
"104278","deputy commissioner adam",43,"silver"
"104279","dessert started telling",17631,"marital"
"104280","detroit belle isle",49,"grand"
"104281","detroit mayor dave",37,"bing"
"104282","development breathe want",43,"air"
"104283","development give anything",43,"see"
"104284","development guy table",37,"s"
"104285","died holland like",34,"inch"
"104286","dinner pm mondaythursday",50,"pm"
"104287","director advocates children",44,"new"
"104288","director every inch",40,"perfect"
"104289","director holland like",39,"inch"
"104290","director just like",40,"questions"
"104291","director like people",39,"almost"
"104292","director pos yr",49,"term"
"104293","district attorney s",88,"office"
"104294","district breathe want",42,"air"
"104295","district cutest thing",40,"ever"
"104296","district deal unsymetrical",53,"things"
"104297","district early observations",48,"bills"
"104298","district every inch",43,"perfect"
"104299","district give anything",44,"see"
"104300","district go romantic",42,"date"
"104301","district grateful good",41,"times"
"104302","district guy front",37,"just"
"104303","district guy table",35,"s"
"104304","district hey sunshine",40,"can"
"104305","district holland like",48,"inch"
"104306","district ice bucket",45,"challenge"
"104307","district judge sara",42,"lioi"
"104308","district just like",48,"questions"
"104309","district like people",44,"almost"
"104310","district ohh pointbreak",45,"tomorrow"
"104311","district reason smile",45,"everyday"
"104312","district talking mom",48,"effect"
"104313","district thankful childhood",49,"filled"
"104314","district well pretty",42,"sure"
"104315","done breathe want",34,"air"
"104316","done cutest thing",35,"ever"
"104317","done deal unsymetrical",53,"things"
"104318","done early observations",50,"bills"
"104319","done every inch",46,"perfect"
"104320","done give anything",40,"see"
"104321","done go romantic",40,"date"
"104322","done grateful good",36,"times"
"104323","done guy front",35,"just"
"104324","done guy table",34,"s"
"104325","done hey sunshine",37,"can"
"104326","done holland like",43,"inch"
"104327","done ice bucket",42,"challenge"
"104328","done just like",47,"questions"
"104329","done like people",41,"almost"
"104330","done ohh pointbreak",44,"tomorrow"
"104331","done reason smile",44,"everyday"
"104332","done talking mom",44,"effect"
"104333","done thankful childhood",52,"filled"
"104334","done well pretty",39,"sure"
"104335","door breathe want",33,"air"
"104336","door give anything",34,"see"
"104337","door guy table",28,"s"
"104338","door talking mom",35,"effect"
"104339","dope dope dope",44,"dope"
"104340","dow jones industrial",90,"average"
"104341","dr breathe want",57,"air"
"104342","dr cutest thing",57,"ever"
"104343","dr deal unsymetrical",66,"things"
"104344","dr early observations",69,"bills"
"104345","dr every inch",62,"perfect"
"104346","dr give anything",61,"see"
"104347","dr go romantic",66,"date"
"104348","dr grateful good",58,"times"
"104349","dr guy front",55,"just"
"104350","dr guy table",54,"s"
"104351","dr hey sunshine",59,"can"
"104352","dr holland like",61,"inch"
"104353","dr ice bucket",62,"challenge"
"104354","dr just like",64,"questions"
"104355","dr like people",61,"almost"
"104356","dr ohh pointbreak",61,"tomorrow"
"104357","dr reason smile",61,"everyday"
"104358","dr talking mom",65,"effect"
"104359","dr thankful childhood",67,"filled"
"104360","dr well pretty",64,"sure"
"104361","draft analyst mel",37,"kiper"
"104362","draft cutest thing",35,"ever"
"104363","drive breathe want",35,"air"
"104364","drive cutest thing",38,"ever"
"104365","drive give anything",38,"see"
"104366","drive go romantic",34,"date"
"104367","drive grateful good",43,"times"
"104368","drive guy table",33,"s"
"104369","drive holland like",35,"inch"
"104370","drive ice bucket",44,"challenge"
"104371","drive ohh pointbreak",47,"tomorrow"
"104372","drive talking mom",38,"effect"
"104373","drive well pretty",38,"sure"
"104374","ds m v",33,"reservations"
"104375","dsan mateo whose",37,"district"
"104376","dust way feel",31,"like"
"104377","dust way follow",40,"back"
"104378","dust way getting",34,"ready"
"104379","dust way good",69,"morning"
"104380","dust way happy",68,"birthday"
"104381","dust way just",43,"got"
"104382","dust way looking",46,"forward"
"104383","dust way looks",32,"like"
"104384","dust way please",34,"follow"
"104385","dust way sounds",33,"like"
"104386","dust way thank",37,"much"
"104387","dust way thanks",48,"follow"
"104388","dws mm prime",34,"serdws"
"104389","dylan carter kick",52,"p"
"104390","earlier ohh pointbreak",43,"tomorrow"
"104391","early observations bills",17629,"game"
